CSDP Network Summary Report for Elevation=0.0

Network path: D:\dsm2GisReference\csdpFiles\final\delta_2019Calib_navd88.cdn
DSM2 channels path: D:\delta\dsm2_v8.2beta_2_newGeomTest\common_input\channel_std_delta_grid_NAVD_20150129.inp
DSM2 output path: D:\delta\dsm2_v8.2beta_2_newGeomTest\studies\testGeom\output\historical_v82.hof

Channels.inp length: length specified for DSM2 in the DSM2 channels file above.
CSDP length: length calculated by the CSDP that will be used to replace the 'Channels.inp length'.
% change: the change in length CSDP vs Channels.inp
CSDP Average width
CSDP Volume: Channel volume calculated by CSDP for specified elevation assuming no inter-channel interpolation.
CSDP Wetted Area: Wetted area calculated by CSDP for specified elevation assuming no inter-channel interpolation.
CSDP Surface Area: Surface area calculated by CSDP for specified elevation assuming no inter-channel interpolation.
CSDP Max Area Ratio: The maximum ratio of cross-sectional areas within a channel using CSDP cross-sections
DSM2 Volume: Channel volume calculated at specified elevation using virtual cross-sections from DSM2 output file
DSM2 Wetted Area: Wetted area calculated at specified elevation using virtual cross-sections from DSM2 output file
DSM2 Surface Area: Surface area calculated at specified elevation using virtual cross-sections from DSM2 output file
DSM2 Max Area Ratio: The maximum ratio of cross-sectional areas within a channel using virtual cross-sections
GIS 2m Volume: Channel volume calculated at specified elevation using CutFill operation with 2m DEM
GIS 2m Area: Channel 2D area calculated at specified elevation using CutFill operation with 2m DEM
GIS 10m Volume: Channel volume calculated at specified elevation using CutFill operation with 10m DEM
GIS 10m Area: Channel 2D area calculated at specified elevation using CutFill operation with 10m DEM
CSDP highest bottom elevation: The highest bottom elevation of all the cross-sections within the chanenl.
CSDP XS with no points: The indices of the cross-sections in the channel that have no points.
CSDP XS within 500.0 feet: The indices of the cross-sections in the channel that are within 500.0 feet of each other.
CSDP XS with Min area: The index of the cross-section in the channel that has the smallest area at the specified elevation
CSDP XS with Max area: The index of the cross-section in the channel that has the largest area at the specified elevation
CSDP XS with duplicate stations: The indices of the cross-sections in the channel that have duplicate station values.
CSDP XS with -dK: The indices of the cross-sections in the channel that have negative dConveyance at any elevation.
CSDP XS with -dK in intertidal zone: the indices of the cross-sections in the channel that have negative dConveyance in the intertidal zone.
(intertidal zone is assumed to be limited to the range -2.5 < Z < 17.5 ft NAVD88)

Channel	Channels.inp length	CSDP Length	% change	CSDP Average Width	CSDP Volume	CSDP Wetted Area	CSDP Surface Area	CSDP Max Area Ratio	DSM2 Volume	DSM2 Wetted Area	DSM2 Surface Area	DSM2 Max Area Ratio	GIS 2m Max Volume	GIS 2m Max Area	GIS 10m Max Volume	GIS 10m Max Area	DSM2-2m Vol	DSM2-10m Vol	2m Vol % diff	10m Vol % diff	CSDP Avg Width	2m Width Ratio	10m Width Ratio	2m Validity	10m Validity	Valid 2m Max Vol	Valid 10m Max Vol	DSM2-Valid 2m Max Vol	DSM2-Valid 10m Max Vol	Valid 2m Vol % diff	Valid 10m Vol % diff	CSDP Highest Bottom Elevation	CSDP XS with no points	CSDP XS within 500.0 feet	CSDP XS with Min area	CSDP XS with Max area	CSDP XS with duplicate stations	CSDP XS With -dk	CSDP XS with -dk in intertidal zone
355	13656.0	13674	0	396	52064193.9	5492437.0	5413854.8	2.56	54414213.0	5692816.9	5612189.2	1.89	55356040.7	5787361.5	55363898.2	5783443.5	-941827.8	-949685.2	-1.7	-1.7	395.9	60.3	12.1	true	true	55356040.7	55363898.2	-941827.8	-949685.2	-1.7	-1.7	-9.09			0	2		0,2	
356	4249.0	3996	-6	91	1433129.9	373670.6	364850.9	2.38	1425341.1	373919.4	365435.8	1.64	1617348.8	348319.8	1618512.0	349826.8	-192007.7	-193170.9	-11.9	-11.9	91.3	13.9	2.8	true	false	1617348.8		-192007.7		-11.9		-4.00			0	2			
357	5023.0	5028	0	215	17203388.2	1123973.3	1080019.8	1.05	17536023.5	1121153.1	1074327.0	1.14	17252191.3	1046896.9	17251189.5	1041945.5	283832.2	284834.0	1.6	1.7	214.8	32.7	6.5	true	true	17252191.3	17251189.5	283832.2	284834.0	1.6	1.7	-25.12			1	2			
358	3621.0	3543	-2	242	12722149.8	887802.6	857130.2	1.15	12689995.5	886622.0	856119.7	1.15	12831650.1	911874.6	12790942.5	920313.5	-141654.7	-100947.0	-1.1	-0.8	241.9	36.9	7.4	true	true	12831650.1	12790942.5	-141654.7	-100947.0	-1.1	-0.8	-21.73			1	2			
359	3398.0	3435	1	252	13147688.0	902223.7	867327.7	1.04	13149574.3	899543.9	864381.3	1.03	13796092.6	868819.0	13748332.4	866494.0	-646518.3	-598758.1	-4.7	-4.4	252.5	38.5	7.7	true	true	13796092.6	13748332.4	-646518.3	-598758.1	-4.7	-4.4	-22.58			0	2			
360	9416.0	9214	-2	302	34760315.4	2831641.5	2779155.0	1.13	34715014.8	2821784.9	2769115.9	1.09	37505646.0	2699370.8	37574059.4	2694204.2	-2790631.2	-2859044.6	-7.4	-7.6	301.6	46.0	9.2	true	true	37505646.0	37574059.4	-2790631.2	-2859044.6	-7.4	-7.6	-17.55			0	2			
361	5297.0	5164	-3	279	24062249.4	1477821.0	1439118.6	1.19	24070456.1	1476990.4	1438212.4	1.08	24809221.0	1465655.7	24809787.6	1462814.0	-738764.8	-739331.5	-3.0	-3.0	278.7	42.5	8.5	true	true	24809221.0	24809787.6	-738764.8	-739331.5	-3.0	-3.0	-23.09			2	0			
362	10733.0	10785	0	386	59563909.6	4273416.0	4160010.1	1.23	59021023.6	4201668.2	4090630.1	1.21	58022963.0	3672814.9	58069071.1	3680177.4	998060.6	951952.5	1.7	1.6	385.7	58.8	11.8	true	true	58022963.0	58069071.1	998060.6	951952.5	1.7	1.6	-22.63			0	2		2	
363	6133.0	6098	-1	402	43123496.0	2531460.6	2451577.1	1.44	42984352.9	2533692.6	2454814.1	1.06	40007961.5	2448787.3	40094268.1	2455245.6	2976391.4	2890084.8	7.4	7.2	402.0	61.3	12.3	true	true	40007961.5	40094268.1	2976391.4	2890084.8	7.4	7.2	-29.18			1	0		1	
364	7126.0	6972	-2	516	39175239.6	3628174.8	3594820.8	1.06	39195908.1	3636170.8	3603013.5	1.06	45600339.0	4079388.9	45577417.7	4077365.3	-6404430.9	-6381509.6	-14.0	-14.0	515.6	78.6	15.7	true	true	45600339.0	45577417.7	-6404430.9	-6381509.6	-14.0	-14.0	-12.43			2	1			
365	3940.0	3964	1	294	13089010.5	1177533.8	1164205.1	1.23	13200463.2	1192485.1	1179403.2	1.05	13525820.9	1163749.8	13524776.8	1166806.8	-325357.7	-324313.7	-2.4	-2.4	293.7	44.8	9.0	true	true	13525820.9	13524776.8	-325357.7	-324313.7	-2.4	-2.4	-14.76			0	2			
366	6324.0	6195	-2	181	16358258.6	1169232.8	1120726.7	1.58	16185731.2	1164928.2	1116752.7	1.58	14663293.1	990967.7	14639849.0	992431.6	1522438.1	1545882.2	10.4	10.6	180.9	27.6	5.5	true	true	14663293.1	14639849.0	1522438.1	1545882.2	10.4	10.6	-16.37			1	2			
367	4221.0	4069	-4	165	7968281.2	698503.1	671146.2	1.87	7918825.3	697451.6	670279.7	1.24	8640651.6	667620.1	8635994.2	666285.4	-721826.3	-717168.9	-8.4	-8.3	165.0	25.1	5.0	true	true	8640651.6	8635994.2	-721826.3	-717168.9	-8.4	-8.3	-12.30			1	0			
368	6610.0	6521	-1	226	29624554.1	1540377.5	1470715.4	5.79	28854925.7	1515794.9	1446313.0	4.78	17549193.4	1162027.6	17417987.1	1158195.6	11305732.2	11436938.5	64.4	65.7	225.5	34.4	6.9	true	true	17549193.4	17417987.1	11305732.2	11436938.5	64.4	65.7	-17.97			0	2			
369	8772.0	8799	0	251	29129822.8	2263896.4	2209666.6	3.03	28929059.7	2249567.0	2195119.9	1.05	20193909.9	1476505.7	20286867.0	1481112.6	8735149.8	8642192.8	43.3	42.6	251.1	38.3	7.7	true	true	20193909.9	20286867.0	8735149.8	8642192.8	43.3	42.6	-16.41			1	0			
370	7738.0	7659	-1	177	17705392.9	1415438.2	1354848.5	1.09	17691885.5	1415374.5	1354893.1	1.09	18444002.9	1361676.4	18462545.5	1364862.5	-752117.3	-770660.0	-4.1	-4.2	176.9	27.0	5.4	true	true	18444002.9	18462545.5	-752117.3	-770660.0	-4.1	-4.2	-16.55			1	2			
371	7766.0	7911	2	170	21122246.2	1431175.7	1347096.5	1.18	21137052.0	1430679.0	1346338.5	1.03	20572781.4	1381137.5	20528368.6	1387466.7	564270.6	608683.4	2.7	3.0	170.3	26.0	5.2	true	true	20572781.4	20528368.6	564270.6	608683.4	2.7	3.0	-18.50			0	1			
372	8624.0	8308	-4	187	26748107.9	1641900.5	1551109.7	1.37	26820462.8	1643602.3	1552585.8	1.25	24824531.4	1474697.4	24810222.1	1485418.2	1995931.3	2010240.6	8.0	8.1	186.7	28.5	5.7	true	true	24824531.4	24810222.1	1995931.3	2010240.6	8.0	8.1	-19.47			0	1			
373	9831.0	10062	2	210	28957406.0	2193872.7	2115287.1	1.08	28960082.0	2196798.7	2118536.5	1.08	30482745.6	2006132.6	30578907.2	2010696.5	-1522663.6	-1618825.2	-5.0	-5.3	210.2	32.0	6.4	true	true	30482745.6	30578907.2	-1522663.6	-1618825.2	-5.0	-5.3	-16.80			2	3			
374	6080.0	5833	-4	252	30358149.7	1529195.0	1468927.7	4.01	30087232.5	1523784.0	1463885.9	3.73	18725589.5	1325638.9	18694381.3	1323959.7	11361643.0	11392851.2	60.7	60.9	251.8	38.4	7.7	true	true	18725589.5	18694381.3	11361643.0	11392851.2	60.7	60.9	-19.55			0	2			
375	14000.0	15438	10	71	2919042.8	1102644.6	1092629.1	17.15	3054650.3	794960.5	756348.7	1.81	null	null	31783.2	83958.4		3022867.1		9510.9	70.8		2.2		false							-1.22			0	4			
376	12000.0	12996	8	144	6743436.5	1880847.0	1868509.9	1.96	6839696.7	1653124.9	1635662.4	1.36	null	null	392028.5	602778.4		6447668.2		1644.7	143.8		4.4		true		392028.5		6447668.2		1644.7	-4.20			5	4			
377	11397.0	11402	0	120	6632379.9	1389186.7	1371354.9	1.41	6407637.1	1341820.0	1323041.2	1.26	null	null	751814.7	937535.7		5655822.5		752.3	120.3		3.7		true		751814.7		5655822.5		752.3	-6.55			2	1			
378	20000.0	9674	-52	105	5048600.5	1038088.2	1019167.2	1.10	5084908.5	1043094.1	1023922.5	1.09	null	null	459572.5	652292.3		4625336.0		1006.4	105.3		3.2		true		459572.5		4625336.0		1006.4	-7.26			2	1		2	
379	3300.0	2829	-14	175	6464088.9	552032.0	495531.6	1.56	6253767.1	535642.1	486832.4	1.00	6203154.6	478735.2	6163266.3	478993.6	50612.5	90500.8	0.8	1.5	175.2	26.7	5.3	true	true	6203154.6	6163266.3	50612.5	90500.8	0.8	1.5	-16.23			1	0		0	
380	9200.0	9097	-1	183	21984821.9	1724886.4	1663858.7	1.31	22046893.4	1727091.7	1665999.6	1.31	21007043.1	1737939.3	21089675.9	1746981.0	1039850.4	957217.6	5.0	4.5	182.9	27.9	5.6	true	true	21007043.1	21089675.9	1039850.4	957217.6	5.0	4.5	-13.56			2	1			
381	10454.0	10530	1	194	24064300.6	2109622.5	2044961.7	1.12	23703672.6	2079763.2	2015227.8	1.12	24659939.5	2008586.8	24579126.4	1991321.5	-956266.9	-875453.8	-3.9	-3.6	194.2	29.6	5.9	true	true	24659939.5	24579126.4	-956266.9	-875453.8	-3.9	-3.6	-15.37			3	1			
382	12340.0	12308	-0	123	11357363.5	1566394.4	1519898.3	1.72	11335249.4	1563574.4	1516960.0	1.59	10902083.8	1437109.8	10897037.1	1440209.8	433165.6	438212.3	4.0	4.0	123.5	18.8	3.8	true	true	10902083.8	10897037.1	433165.6	438212.3	4.0	4.0	-9.89			1	0			
383	12528.0	12477	-0	205	19811609.3	2609936.1	2561620.4	1.40	19729096.3	2606455.9	2558560.2	1.40	20290272.9	2538945.7	20396672.7	2535974.8	-561176.6	-667576.4	-2.8	-3.3	205.3	31.3	6.3	true	true	20290272.9	20396672.7	-561176.6	-667576.4	-2.8	-3.3	-8.28			2	4			
384	10577.0	10845	3	207	18227490.0	2289341.3	2241503.5	1.15	18707439.6	2268339.9	2219604.9	1.14	20937126.4	2294217.6	20889810.0	2295939.9	-2229686.9	-2182370.4	-10.6	-10.4	206.7	31.5	6.3	true	true	20937126.4	20889810.0	-2229686.9	-2182370.4	-10.6	-10.4	-13.98			0	2			
385	8928.0	8877	-1	429	22480283.5	3835263.4	3808959.2	1.88	23308309.5	3803841.8	3778810.4	1.28	27402546.1	3373793.8	27420452.6	3373406.3	-4094236.5	-4112143.1	-14.9	-15.0	429.1	65.4	13.1	true	true	27402546.1	27420452.6	-4094236.5	-4112143.1	-14.9	-15.0	-7.46			1	0			
386	15694.0	15857	1	446	51668669.3	7106151.4	7065070.1	1.61	51500288.8	7323686.3	7283997.0	1.60	52616872.3	7111665.7	52591484.7	7109556.0	-1116583.4	-1091195.8	-2.1	-2.1	445.5	67.9	13.6	true	true	52616872.3	52591484.7	-1116583.4	-1091195.8	-2.1	-2.1	-7.55			1	3		3	3
387	11358.0	11476	1	588	45701611.6	6771855.0	6749651.0	1.29	45688845.4	6772736.4	6750482.0	1.26	46724152.2	6289217.6	46737659.2	6299034.3	-1035306.8	-1048813.8	-2.2	-2.2	588.2	89.6	17.9	true	true	46724152.2	46737659.2	-1035306.8	-1048813.8	-2.2	-2.2	-7.16			0	4			
388	12307.0	12213	-1	195	17676927.3	2419180.7	2381733.2	1.22	17655599.6	2399117.4	2361638.8	1.21	19612331.3	2265327.3	19617279.3	2259342.6	-1956731.6	-1961679.6	-10.0	-10.0	195.0	29.7	5.9	true	true	19612331.3	19617279.3	-1956731.6	-1961679.6	-10.0	-10.0	-6.45			1	2			
389	8822.0	9014	2	160	15356602.8	1498479.8	1443647.0	1.09	15346496.2	1500144.8	1445735.9	1.08	16698730.3	1425484.8	16715681.3	1438057.0	-1352234.1	-1369185.1	-8.1	-8.2	160.2	24.4	4.9	true	true	16698730.3	16715681.3	-1352234.1	-1369185.1	-8.1	-8.2	-16.21			0	2			
390	18016.0	18395	2	180	41520467.1	3441993.3	3315706.1	1.48	41366711.6	3388010.5	3254900.6	1.48	42121102.3	3345893.7	42100016.9	3329274.3	-754390.8	-733305.3	-1.8	-1.7	180.3	27.5	5.5	true	true	42121102.3	42100016.9	-754390.8	-733305.3	-1.8	-1.7	179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00	0	0,1	1	5		4	4
391	19781.0	19827	0	499	260698597.8	10120934.2	9884009.0	1.23	260792462.3	10126515.4	9890324.8	1.23	null	null	258436152.9	9885565.8		2356309.4		0.9	498.5		15.2		true		258436152.9		2356309.4		0.9	-29.24			6	2		3	3
392	23897.0	23897	-0	455	260518391.1	11112953.4	10866113.2	1.18	263105146.9	11196168.0	10950957.6	1.20	null	null	264502229.7	12112616.7		-1397082.7		-0.5	454.7		13.9		true		264502229.7		-1397082.7		-0.5	-33.62			3	0			
393	15515.0	15181	-2	447	150015178.7	6910228.0	6790396.5	1.35	149559668.8	6933939.6	6814067.8	1.20	null	null	153040137.2	7268861.7		-3480468.4		-2.3	447.3		13.6		true		153040137.2		-3480468.4		-2.3	-31.21			4	0			
394	21261.0	21260	-0	459	194733335.3	9922040.5	9767047.4	1.06	195668882.1	9921193.3	9765648.4	1.10	null	null	203377957.6	10387163.5		-7709075.5		-3.8	459.4		14.0		true		203377957.6		-7709075.5		-3.8	-30.87			4	2			
395	16091.0	16091	-0	466	164590363.1	7645100.6	7505939.7	1.08	163805490.2	7678558.2	7540516.1	1.08	null	null	156530889.2	7409868.8		7274601.0		4.6	466.5		14.2		true		156530889.2		7274601.0		4.6	-31.18			0	5			
396	24303.0	24303	-0	403	195414048.5	9984130.1	9793621.9	12.25	196289241.6	10178995.9	9990056.7	12.89	99879030.7	4869975.9	254838215.6	12334353.0	96410210.9	-58548974.0	96.5	-23.0	403.0	61.4	12.3	false	true		254838215.6		-58548974.0		-23.0	-11.54			3	7			
397	14831.0	14831	0	749	179535111.1	11206237.0	11104556.2	1.20	178981833.1	11188597.4	11087555.7	1.20	177007905.4	10793177.8	176814915.2	10797268.1	1973927.7	2166918.0	1.1	1.2	748.7	114.1	22.8	true	true	177007905.4	176814915.2	1973927.7	2166918.0	1.1	1.2	179769313486231570000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00	3	3,4	1	5		1,5	1,5
398	21353.0	21735	2	1010	745451137.2	22297856.9	21962348.2	2.31	742413966.8	22226855.1	21891781.9	2.31	53675845.9	1785644.9	715598365.9	22124120.1	688738120.9	26815600.9	1283.1	3.7	1010.5	154.0	30.8	false	true		715598365.9		26815600.9		3.7	-40.61			1	8		1,2,5,7	
399	17100.0	18714	9	261	82987579.1	5072899.8	4891033.1	3.69	88473278.3	5366541.4	5182307.4	5.70	1974816.8	182125.2	37967500.1	3383093.8	86498461.5	50505778.2	4380.1	133.0	261.4	39.8	8.0	false	true		37967500.1		50505778.2		133.0	-18.00			1	6		0	
400	6300.0	17923	184	487	173591018.6	8942479.5	8723394.6	1.99	171323611.9	8836632.8	8618250.1	1.85	607295.9	49815.3	141672189.6	12544249.1	170716316.1	29651422.3	28110.9	20.9	486.7	74.2	14.8	false	true		141672189.6		29651422.3		20.9	-19.55			2	0		0,2,5	
401	25700.0	25835	1	463	166389321.5	12104824.2	11972688.1	2.85	165706877.5	12055984.3	11921834.9	2.69	6085823.2	531263.0	119122171.5	9554037.6	159621054.3	46584706.0	2622.8	39.1	463.4	70.6	14.1	false	true		119122171.5		46584706.0		39.1	-15.26			1	6		0	
402	14600.0	25584	75	773	171635201.8	19828027.2	19768461.1	17.47	172012108.3	19863130.2	19803764.9	8.04	null	null	121577599.9	16656058.9		50434508.4		41.5	772.7		23.6		true		121577599.9		50434508.4		41.5	-6.03			0	5	5	5,7	
403	6200.0	5636	-9	703	79633793.8	4012528.0	3961539.4	1.48	79809143.8	3986649.4	3935309.4	1.35	null	null	74581397.5	3779205.3		5227746.2		7.0	702.9		21.4		true		74581397.5		5227746.2		7.0	-30.51			0	2		0,1,2	2
404	2600.0	2692	4	708	55576920.1	1942125.0	1904768.2	1.20	55026749.1	1947974.3	1912309.7	1.13	null	null	49349997.9	1934272.8		5676751.3		11.5	707.6		21.6		true		49349997.9		5676751.3		11.5	-38.90			1	0		0,2	2
405	4000.0	3302	-17	899	88364415.2	3014008.8	2969835.8	1.28	86514454.6	3050490.3	3010198.3	1.28	25430410.6	766518.8	87657972.4	3054794.8	61084044.0	-1143517.7	240.2	-1.3	899.5	137.1	27.4	false	true		87657972.4		-1143517.7		-1.3	-36.96			1	2		0,2	
406	8900.0	9365	5	66	3663539.9	650300.9	616821.1	4.25	3701295.4	655024.0	621537.6	1.74	null	null	1264937.2	337986.5		2436358.2		192.6	65.9		2.0		false							-5.67			0	1			
407	7700.0	8498	10	237	21574710.5	2060418.4	2011613.1	3.38	20712196.6	1996747.6	1947675.4	1.73	null	null	15570851.6	2152780.0		5141345.1		33.0	236.7		7.2		true		15570851.6		5141345.1		33.0	-14.03			0	2			
408	7500.0	11685	56	370	54160603.8	4375351.2	4324987.7	1.29	54282204.1	4381299.5	4331708.3	1.23	null	null	51496778.4	4745803.5		2785425.6		5.4	370.1		11.3		true		51496778.4		2785425.6		5.4	-16.51			0	4		3	
409	14100.0	11134	-21	499	62965476.0	5602967.9	5558989.3	1.46	63183410.4	5490543.6	5445755.4	1.34	null	null	57282597.6	5666117.0		5900812.8		10.3	499.3		15.2		true		57282597.6		5900812.8		10.3	-13.45			3	4			
410	14047.0	14037	-0	548	67968245.7	7727000.2	7685630.3	2.24	67807006.5	7733667.2	7692229.5	2.23	63518260.9	7545795.3	63493676.8	7529348.1	4288745.6	4313329.7	6.8	6.8	547.5	83.4	16.7	true	true	63518260.9	63493676.8	4288745.6	4313329.7	6.8	6.8	-7.16			3	4			
411	18620.0	18771	1	419	118043867.2	7986511.0	7864554.7	1.73	117982761.4	7982848.6	7860596.4	1.73	116379552.4	8188012.6	116269659.4	8195633.5	1603209.0	1713102.0	1.4	1.5	419.0	63.9	12.8	true	true	116379552.4	116269659.4	1603209.0	1713102.0	1.4	1.5	-15.94			1	6		4	
412	17340.0	14385	-17	457	81857762.4	6670158.1	6579966.7	2.61	81693633.9	6671527.5	6581911.9	1.95	81280815.8	7039935.0	81361963.8	7051430.9	412818.1	331670.2	0.5	0.4	457.4	69.7	13.9	true	true	81280815.8	81361963.8	412818.1	331670.2	0.5	0.4	-14.73			2	0			
413	11828.0	14351	21	553	93416323.0	7993680.4	7933958.9	1.16	93395689.9	7997082.3	7937288.7	1.14	87903147.7	7745573.3	88140051.3	7755389.9	5492542.2	5255638.6	6.2	6.0	552.8	84.3	16.9	true	true	87903147.7	88140051.3	5492542.2	5255638.6	6.2	6.0	-15.15			0	4			
414	24177.0	17468	-28	548	124461715.1	9660504.1	9568461.1	1.47	124377835.1	9670456.5	9578530.7	1.46	126365466.4	9511757.0	126066263.0	9485148.7	-1987631.3	-1688427.9	-1.6	-1.3	547.8	83.5	16.7	true	true	126365466.4	126066263.0	-1987631.3	-1688427.9	-1.6	-1.3	-12.58			1	6			
415	6300.0	12277	95	444	108802701.6	5573184.7	5453957.3	1.15	108855288.0	5570556.7	5451227.4	1.15	107251091.7	5615655.8	107358085.5	5615526.6	1604196.3	1497202.5	1.5	1.4	444.2	67.7	13.5	true	true	107251091.7	107358085.5	1604196.3	1497202.5	1.5	1.4	-20.89			0	3			
416	25418.0	17395	-32	576	142954810.7	10135450.1	10018335.7	1.27	142796789.8	10155841.9	10039131.5	1.27	143230476.5	10222777.2	143103576.2	10213864.7	-433686.8	-306786.4	-0.3	-0.2	575.9	87.8	17.6	true	true	143230476.5	143103576.2	-433686.8	-306786.4	-0.3	-0.2	-13.84			2	6			
417	6133.0	12588	105	469	119956799.1	6040587.7	5908729.6	1.05	119976083.9	6037423.8	5905287.7	1.05	121331886.8	6149028.6	121331261.5	6156950.8	-1355802.8	-1355177.6	-1.1	-1.1	469.4	71.5	14.3	true	true	121331886.8	121331261.5	-1355802.8	-1355177.6	-1.1	-1.1	-19.87			4	2			
418	13562.0	16019	18	526	158337308.4	8570850.6	8432533.1	1.13	158375657.6	8563657.2	8424705.3	1.09	158642070.3	8394894.8	158671157.4	8394765.6	-266412.7	-295499.8	-0.2	-0.2	526.4	80.2	16.0	true	true	158642070.3	158671157.4	-266412.7	-295499.8	-0.2	-0.2	-19.20			0	4			
419	8273.0	8274	0	501	63355032.3	4188376.7	4143680.7	1.04	63316192.3	4202929.8	4158733.5	1.04	65444785.9	3893776.2	65459102.0	3899761.0	-2128593.6	-2142909.7	-3.3	-3.3	500.8	76.3	15.3	true	true	65444785.9	65459102.0	-2128593.6	-2142909.7	-3.3	-3.3	-17.47			1	2			
420	14774.0	14779	0	320	91326772.4	4891071.2	4734909.1	1.10	91249892.1	4874549.8	4718013.4	1.10	92117914.5	4774823.0	92124150.4	4782400.8	-868022.4	-874258.3	-0.9	-0.9	320.4	48.8	9.8	true	true	92117914.5	92124150.4	-868022.4	-874258.3	-0.9	-0.9	-19.43			1	4			
421	13209.0	13325	1	342	88328868.6	4700177.1	4557318.0	1.12	88297853.2	4703431.1	4560703.2	1.08	88805746.8	4587014.5	88579650.4	4574657.5	-507893.5	-281797.2	-0.6	-0.3	342.0	52.1	10.4	true	true	88805746.8	88579650.4	-507893.5	-281797.2	-0.6	-0.3	-23.93			0	4			
422	5317.0	3055	-43	282	21672375.2	913462.3	862290.0	1.14	21650689.3	912024.7	860718.7	1.11	21756484.8	864857.8	21747425.8	861112.0	-105795.5	-96736.5	-0.5	-0.4	282.2	43.0	8.6	true	true	21756484.8	21747425.8	-105795.5	-96736.5	-0.5	-0.4	-30.96			1	2			
423	11655.0	12097	4	303	52301739.6	3759603.4	3664345.7	1.22	52009225.7	3789631.7	3697808.5	1.06	53775470.5	3799872.0	53804015.2	3808267.8	-1766244.8	-1794789.4	-3.3	-3.3	302.9	46.2	9.2	true	true	53775470.5	53804015.2	-1766244.8	-1794789.4	-3.3	-3.3	-15.59			4	0		4	
424	14165.0	14172	0	343	65262444.4	4933637.0	4854799.9	1.18	65309961.7	4933360.6	4854388.3	1.06	66378792.9	4781324.4	66394636.0	4771636.9	-1068831.2	-1084674.3	-1.6	-1.6	342.6	52.2	10.4	true	true	66378792.9	66394636.0	-1068831.2	-1084674.3	-1.6	-1.6	-15.32			0	4			
426	8874.0	8874	-0	385	42493903.0	3466282.7	3419581.6	1.10	42512904.3	3457619.7	3410872.8	1.10	41446957.6	3835220.6	41419795.3	3827642.8	1065946.7	1093108.9	2.6	2.6	385.4	58.7	11.7	true	true	41446957.6	41419795.3	1065946.7	1093108.9	2.6	2.6	-12.09			2	1			
427	11465.0	11465	0	514	55677427.2	5928050.6	5893491.4	1.19	55663020.9	5929988.7	5895539.9	1.09	57122875.4	5655353.1	57131620.6	5655353.1	-1459854.5	-1468599.7	-2.6	-2.6	514.0	78.3	15.7	true	true	57122875.4	57131620.6	-1459854.5	-1468599.7	-2.6	-2.6	-10.20			0	4			
428	8769.0	8894	1	492	48638587.5	4411761.7	4376371.5	1.16	48563000.5	4412588.5	4377248.4	1.16	49310282.4	4714416.0	49331923.7	4721046.5	-747281.9	-768923.2	-1.5	-1.6	492.0	75.0	15.0	true	true	49310282.4	49331923.7	-747281.9	-768923.2	-1.5	-1.6	-13.79			1	2			
429	8661.0	8721	1	722	52117000.3	6320582.4	6293749.8	1.22	51939876.7	6282221.1	6255307.1	1.22	50589177.8	4612072.8	50942655.5	4693060.4	1350699.0	997221.2	2.7	2.0	721.7	110.0	22.0	true	true	50589177.8	50942655.5	1350699.0	997221.2	2.7	2.0	-11.68			1	2			
430	13931.0	13834	-1	2085	661587006.8	28932779.8	28840366.2	1.40	663689688.0	29069751.5	28979536.7	1.16	null	null	656444965.5	28366105.7		7244722.5		1.1	2084.8		63.5		true		656444965.5		7244722.5		1.1	-30.99			0	3		0,1,3,4	
431	13783.0	13562	-2	2885	726022470.5	39186734.1	39124046.6	1.11	724193091.4	39195466.3	39135218.9	1.10	null	null	698600834.1	39675735.4		25592257.3		3.7	2884.8		87.9		true		698600834.1		25592257.3		3.7	-30.12			1	4		0,1,4	
432	15812.0	15848	0	848	179468252.0	13525198.6	13445108.6	1.59	179451751.9	13570876.3	13492263.2	1.57	null	null	179613819.6	13267583.1		-162067.6		-0.1	848.4		25.9		true		179613819.6		-162067.6		-0.1	-13.45			0	1			
433	12134.0	12421	2	2822	695091078.0	35094304.4	35053758.5	1.16	694725503.0	35175590.1	35135463.5	1.16	null	null	711052432.9	35830870.3		-16326929.9		-2.3	2822.1		86.0		true		711052432.9		-16326929.9		-2.3	-30.96			0	2		0	
434	20141.0	20121	-0	2767	1453104266.9	55753803.2	55666640.3	1.05	1453056555.9	55753651.4	55666710.9	1.04	null	null	1453963289.1	57782768.0		-906733.1		-0.1	2766.7		84.3		true		1453963289.1		-906733.1		-0.1	-32.30			2	1			
435	10827.0	10453	-3	3237	877887419.6	33869068.3	33834688.8	1.11	877409889.5	33846621.3	33812412.8	1.06	null	null	843821449.1	33679166.7		33588440.3		4.0	3236.8		98.7		true		843821449.1		33588440.3		4.0	-34.90			3	0			
436	7094.0	7052	-1	4505	694763666.5	31798198.8	31768224.3	1.32	691541103.3	31514110.1	31354491.7	1.10	23855153.6	1397025.1	660122044.7	29989301.8	667685949.7	31419058.6	2798.9	4.8	4505.0	686.6	137.3	false	true		660122044.7		31419058.6		4.8	-35.58			0	2		0,2	2
